"dt_referencia","dt_atualizacao","confirmados","obitos","tx_obitos","recuperados","tx_recuperados","isolamento","tx_isolamento","enfermaria","tx_enfermaria","uti","tx_uti","testes_novos","testes_acumulados","tx_testes","leitos_uti","tx_oc_uti","leitos_enf","tc_oc_enf"
"2022-07-14","","1010011","21953","0.022","856542","0.848","45","0","739","0.005","615","0.001","8660","4383311","456595","655","0.8","585","0.6"
"2022-07-15","","1012127","21960","0.022","857670","0.847","45","0","739","0.005","615","0.001","12628","4395939","457910","655","0.8","585","0.6"
"2022-07-16","","1012609","21965","0.022","857879","0.847","45","0","739","0.005","615","0.001","3488","4399427","458274","655","0.79","585","0.6"
"2022-07-17","","1012972","21970","0.022","857943","0.847","45","0","739","0.005","615","0.001","2262","4401689","458509","655","0.79","585","0.59"
"2022-07-18","","1014752","21978","0.022","859211","0.847","45","0","739","0.005","615","0.001","8745","4410434","459420","645","0.78","585","0.59"
"2022-07-19","","1016887","21984","0.022","860565","0.846","45","0","739","0.005","615","0.001","8627","4419061","460319","655","0.75","585","0.6"
"2022-07-20","","1019012","21992","0.022","862233","0.846","45","0","739","0.005","615","0.001","9168","4428229","461274","655","0.75","585","0.59"
"2022-07-21","","1020755","21997","0.021","863197","0.846","45","0","739","0.005","615","0.001","5861","4434090","461884","655","0.76","585","0.58"
"2022-07-22","","1022090","22004","0.021","864266","0.846","45","0","739","0.005","615","0.001","5006","4439096","462406","644","0.77","585","0.55"
"2022-07-23","","1022582","22007","0.021","864430","0.845","45","0","739","0.005","615","0.001","1854","4440950","462599","644","0.77","585","0.55"
"2022-07-24","","1022722","22012","0.021","864497","0.845","45","0","739","0.005","615","0.001","1478","4442428","462753","644","0.78","585","0.54"
"2022-07-25","","1023771","22017","0.021","865233","0.845","45","0","739","0.005","615","0.001","5977","4448405","463376","644","0.74","585","0.55"
"2022-07-26","","1025052","22025","0.021","866388","0.845","45","0","739","0.005","615","0.001","6075","4454480","464008","644","0.74","585","0.51"
"2022-07-27","","1026901","22030","0.021","868020","0.845","45","0","739","0.005","615","0.001","5989","4460469","464632","644","0.73","585","0.5"
"2022-07-28","","1028058","22037","0.021","869173","0.846","45","0","739","0.005","615","0.001","5141","4465610","465168","644","0.7","585","0.5"
"2022-07-29","","1028988","22042","0.021","869955","0.845","45","0","739","0.005","615","0.001","5281","4470891","465718","644","0.74","585","0.5"
"2022-07-30","","1029192","22046","0.021","870070","0.845","45","0","739","0.005","615","0.001","1172","4472063","465840","644","0.74","585","0.5"
"2022-07-31","","1029291","22049","0.021","870094","0.845","45","0","739","0.005","615","0.001","1185","4473248","465963","644","0.73","585","0.48"
"2022-08-01","","1030284","22053","0.021","870826","0.845","45","0","739","0.005","615","0.001","5071","4478319","466492","644","0.7","585","0.47"
"2022-08-02","","1031355","22057","0.021","871976","0.846","45","0","739","0.005","615","0.001","4872","4483191","466999","644","0.67","585","0.46"
"2022-08-03","","1032588","22063","0.021","873005","0.846","45","0","739","0.005","615","0.001","9066","4492257","467943","644","0.66","585","0.47"
"2022-08-04","","1033788","22070","0.021","873898","0.845","45","0","739","0.005","615","0.001","5146","4497403","468479","644","0.67","585","0.45"
"2022-08-05","","1034699","22075","0.021","874365","0.845","45","0","739","0.005","615","0.001","4164","4501567","468913","644","0.67","585","0.45"
"2022-08-06","","1034970","22079","0.021","874379","0.845","45","0","739","0.005","615","0.001","388","4501955","468954","644","0.7","585","0.46"
"2022-08-07","","1035221","22084","0.021","874416","0.845","45","0","739","0.005","615","0.001","1052","4503290","469093","615","0.74","555","0.49"
"2022-08-08","","1035996","22091","0.021","875292","0.845","45","0","739","0.005","615","0.001","5215","4508505","469636","615","0.72","555","0.5"
"2022-08-09","","1037246","22096","0.021","875995","0.845","45","0","739","0.005","615","0.001","4140","4512645","470067","615","0.72","555","0.5"
"2022-08-10","","1037979","22103","0.021","877165","0.845","45","0","739","0.005","615","0.001","4695","4517340","470556","615","0.71","555","0.51"
"2022-08-11","","1039167","22108","0.021","881207","0.848","45","0","739","0.005","615","0.001","4982","4522322","471075","615","0.72","555","0.51"
"2022-08-12","","1040001","22111","0.021","886309","0.852","45","0","739","0.005","615","0.001","4570","4521910","471032","615","0.72","555","0.5"
"2022-08-13","","1040143","22117","0.021","886800","0.853","45","0","739","0.005","615","0.001","1321","4523231","471170","615","0.73","555","0.5"
"2022-08-14","","1040210","22123","0.021","886807","0.853","45","0","739","0.005","615","0.001","1618","4524849","471338","615","0.73","555","0.52"
"2022-08-15","","1040644","22127","0.021","888615","0.854","45","0","739","0.005","615","0.001","3864","4528713","471741","616","0.7","555","0.51"
"2022-08-16","","1041447","22134","0.021","890407","0.855","45","0","739","0.005","615","0.001","4346","4533059","472194","616","0.71","555","0.52"
"2022-08-17","","1042315","22138","0.021","891655","0.856","45","0","739","0.005","615","0.001","4570","4537629","472670","616","0.71","555","0.5"
"2022-08-18","","1042635","22142","0.021","894397","0.858","45","0","739","0.005","615","0.001","4510","4542139","473139","616","0.7","555","0.53"
"2022-08-19","","1043102","22146","0.021","896042","0.859","45","0","739","0.005","615","0.001","3784","4545923","473534","616","0.69","555","0.49"
"2022-08-20","","1043225","22151","0.021","896142","0.859","45","0","739","0.005","615","0.001","1614","4547537","473702","616","0.71","555","0.5"
"2022-08-21","","1043280","22156","0.021","896148","0.859","45","0","739","0.005","615","0.001","1242","4548779","473831","615","0.71","555","0.5"
"2022-08-22","","1044002","22160","0.021","896758","0.859","45","0","739","0.005","615","0.001","4564","4553343","474307","615","0.69","555","0.45"
